smiles,penalized_logp
CC(C)[C@H](CO)NC(=O)NC12CC3CC(CC(C3)C1)C2,-8.264259803320321
COC[C@H](C)[NH2+][C@@H](C)C[C@H]1CCCCC[NH2+]1,-8.264379715507825
O=C(N[C@@H]1CCCC[C@H]1CO)C1C2CC3CC(C2)CC1C3,-8.266102192736968
C[C@@H]1C[NH+]2CCC[C@@H]2CN1C1(C[NH3+])CC[NH+](C)CC1,-8.276256519784685
C[C@H](NC(=O)[C@@H]1CC(=O)N(C2CC2)C1)C12CC3CC(CC(C3)C1)C2,-8.278062292822945
CC(C)[C@H]1C[S@](=O)[C@@H](C)CC[NH2+]1,-8.280093850939373
CC(C)[C@@H](C#N)OC(=O)CCNC(=O)NC12CC3CC(CC(C3)C1)C2,-8.281528110498288
O=C(NC1=NN=C(S(=O)(=O)N2CCOCC2)S1)C12CC3CC(CC(C3)C1)C2,-8.285108838354496
CN1C(=O)C2=C(N=C3N2C=C(C24CC5CC(CC(C5)C2)C4)N3C[C@@H](O)C2=CC=CC=C2)N(C)C1=O,-8.287411522750942
COC1=CC=C(C[NH+]2C[C@@H]3C[C@H](C2)C2=C(C4=CC=C(SC)C=C4)C=CC(=O)N2C3)C=C1,-8.295531504036472
COC(=O)C1=C([O-])CCCC/C=C\1C(=O)OC,-8.300959775955572
CN(CC12CC3CC(CC(C3)C1)C2)C(=O)COC(=O)C1=NNC=C1,-8.3013440435093
O=C(CN1C=NC([N+](=O)[O-])=N1)C12CC3CC(CC(C3)C1)C2,-8.302354253850561
C[NH+]1[C@H]2CC[C@@H]1CN(CN1N=C3C=CC=CN3C1=O)CC2,-8.30519060553265
O=C1CC[C@@](CCC(=O)N2C[C@@H]3C[C@H](C2)CN2C(=O)C=CC=C32)(CC2=CC=C(F)C=C2)N1,-8.3117483732712
C[C@@H]([C@@H](C)C(=O)[O-])[NH+]1CCCCCC1,-8.313837813080209
COCC[NH2+]CC(=O)NC1CCCCCCC1,-8.315847267000812
CC[C@@H](NC(=O)C(=O)C1=CN(C)N=C1)C12CC3CC(CC(C3)C1)C2,-8.316212140204088
CC[NH+]1CCC(NC(=O)C[NH+]2CCC[C@@H](C3=NN=C4CCCCCN43)C2)CC1,-8.316782091270323
C[C@@H](CCl)CS(=O)(=O)N[C@H](C)C12CC3CC(CC(C3)C1)C2,-8.317053988036399
CC[NH+]1CCC[C@@H]1C[NH+](C)CCC(=O)[O-],-8.323510040228907
CCCC1=C[NH+]=C(C)N=C1N1CC[NH+](C)[C@]2(CCC(=O)N(C)CC2)C1,-8.324451620771423
C[NH2+]C[C@@H](C)[C@@H](C)[NH+]1CCCC(C)(C)CC1,-8.327243964676171
C[NH+]1CCC[C@](O)([C@@]2(C[NH3+])COC3=CC=CC=C3C2)CC1,-8.327825051859026
CCOC(=O)C1=CC=C(NC(=O)C2(C)C[C@@]3(C)C[C@@](C)(C2)C(=O)NC3=O)C=C1,-8.329187930204753
CCOC(=O)[C@]1(CC)O[C@@]1(C)C12CC3CC(CC(C3)C1)C2,-8.329746322822965
C[C@@H]1C[C@@H](CC(=O)N2CCCN(C)C3(CC[NH+](C)CC3)C2)NC(=S)N1,-8.330792888898136
CN1N=CC2=C([O-])N=C(C[NH+]3C[C@@]4(C)C[C@@H]3CC(C)(C)C4)N=C21,-8.3317335233447
CN(CCC1=CNN=C1)C(=O)CC(=O)NC12CC3CC(CC(C3)C1)C2,-8.334244134648921
C[C@H](C(=O)N(C)CC12CC3CC(CC(C3)C1)C2)N1C(=O)[C@H]2CCCC[C@@H]2C1=O,-8.336268673766455
COC1=CC=C(CNC(=O)C23C[C@@H]4C[C@@H](CC(NC(C)=O)(C4)C2)C3)C=C1,-8.336918972101737
CCS(=O)(=O)CCNC(=O)N[C@H](C)C12CC3CC(CC(C3)C1)C2,-8.343114347695423
C=CCN1C(=S)N[C@H]2C[C@]1(C)OC1=C(OC)C=CC=C12,-8.343914945650882
CC1=NN(C2=CC=CC=C2)C(COC(=O)C23C[C@@H]4C[C@@H](CC(O)(C4)C2)C3)=C1C#N,-8.345278683906605
CC1=CC=CC(NC(=O)C2(C)C[C@@]3(C)C[C@@](C)(C2)C(=O)NC3=O)=C1,-8.353354430323355
CO[C@@H](C)C1=NOC(C[NH+]2CCCN(CC3=NNC(=O)N3)CC2)=N1,-8.357889682572777
C[C@H](NC(=O)CNC(=S)N1C[C@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2)C1=CC=CC=C1,-8.360301400551217
COC1=CC=CC=C1NC(=O)C12C[C@@H]3C[C@H](C1)CC(N1C=NC=N1)(C3)C2,-8.369089713244918
C[NH+](C)C[C@@]1(O)CCC[NH+](CC(=O)N2CCC3=CC=CC=C32)CC1,-8.369101034731733
CC1=C(CCC(=O)NC2C3CC4CC(C3)CC2C4)C(=O)NC(N2CCOCC2)=N1,-8.369354520314342
CCOC(=O)N1CCN([C@@H](C)C(=O)NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,-8.369899711857391
[NH3+][C@]1(CO)CCC[C@H]1CC[NH+]1CCCCCC1,-8.374364295973134
O=C(C[NH+]1CCC[C@H]1CN1C=NC=N1)N[C@@H]1CCCCNC1=O,-8.37443878481067
C[C@@H](C(=O)[O-])N1C(=O)CSC2=CC=CN2C2=CC=CC=C21,-8.37494419657732
O=[N+]([O-])C12CC3CC(CC(C3)C1)C2,-8.378198747413913
N#CC1=C(NC(=O)C[NH+]2CCCCCCC2)SC=C1,-8.381743645807415
C1=CN=C2S[C@@H]3O[C@@H](SC4=NC=CC=C43)C2=C1,-8.382544692074385
CC1(C)C[C@H]2C[C@](C)(C[NH+]2C2=NC=NC([O-])=C2[N+](=O)[O-])C1,-8.383321464498158
CC(C)C1=NC(S(=O)(=O)N2CC[C@H]3CC[C@@H](C2)[NH+]3C)=CN1,-8.385846685135832
C[C@H](C1=CC=NC=C1)[NH+](C)CC(=O)N1CCCCCCC1,-8.387083891710683
C[C@H]1[NH+]=C2C=CC(C(=O)[O-])=CC2=[NH+]1,-8.387533099079437
CC(C)[NH+]1CCC[C@@](C[NH3+])(N2C[C@@H](C)[C@@H](C)C2)CC1,-8.388710701963777
CCOCC(=O)N1CC[C@H]2CC[C@@H](C1)[NH+]2C,-8.390453456192837
C=C1NN(C)[C@@H]2C(=O)C(=O)[C@@H]2N(C)N1,-8.391316610448895
CCN1CC[C@]2(CCC1=O)CN(CC1=NC(C(=O)NC)=NO1)CC[NH+]2C,-8.391425192283108
O=C(NNC(=O)[C@@H]1COC2=CC=CC=C2O1)C1C2CC3CC(C2)CC1C3,-8.393001003016586
C[C@@H]1C[NH+]([C@@H]2CCCCC[C@@H]2[NH3+])C[C@@H]1C,-8.394128408551738
O=C(NCCC12CC3CC(CC(C3)C1)C2)NC[C@@H]1CCS(=O)(=O)C1,-8.396318008856255
C1CCCC([NH+]2CCCN3CCCC[C@@H]3C2)CCC1,-8.400788930066092
O=S(=O)(N1CCOCC1)N1CCC([NH2+]C2CCCCCCC2)CC1,-8.400833732667593
COC1=CC=C(CN2C(=O)CCCC[C@@H]3[NH2+]CC[C@@]32C)C=C1,-8.400947779176647
C[NH+]1[C@H]2CC[C@@H]1CN(CC1=NN=NN1C1CC1)CC2,-8.401538031216303
CC1=CSC2=NC(COC(=O)C34C[C@@H]5C[C@@H](CC(Cl)(C5)C3)C4)=CC(=O)N12,-8.40397763598661
C[C@@H]1CCCN(C(=O)C2CCN(C(=O)C[NH+]3CCCCCCC3)CC2)C1,-8.404450535026808
C[NH+](CC(=O)N1C[C@@H]2CC[C@H](C1)[NH+](CC1=CC=CC=C1)C2)CC1=CC=CC=N1,-8.405645502925216
CC(C)(C)[NH+](CC(=O)[O-])[C@@H]1C[NH+]2CCC1CC2,-8.406794621567219
COC(=O)[C@@]1(N)CC[C@@H]([NH+]2CCCO[C@H](C)C2)C1,-8.408792617962504
CC(C)([NH3+])CC12CC3CC(CC(C3)C1)C2,-8.410599004700307
C[NH+](C)CCN1C(=O)C[C@](CC(=O)N2CCCCCCC2)(C2=CC=CC(F)=C2)C1=O,-8.411216212512628
CCC12CN3CC(CC)(CN(C1)C3C1=CC=CN=C1)C2=O,-8.411339020810537
COC1=CC=C(N2CCN(C(=O)C34C[C@@H]5C[C@@H](CC(O)(C5)C3)C4)CC2)C=C1,-8.41253672789594
BrCC12C[C@@H]3C[C@@H](CC(Br)(C3)C1)C2,-8.414957786059734
C[NH+]1CCN(C(=O)[C@@H]2CCC[NH+](C)C2)C2=CC=CC=C2C1,-8.414971745205259
C[C@@H](N1C[C@@H](C(=O)Cl)CC1=O)C12CC3CC(CC(C3)C1)C2,-8.415250013728727
C[C@H](C[C@H]1CCCCC[NH2+]1)[NH2+]C[C@H](O)C1CC1,-8.41716340955033
C[N+](C)(C)C[C@@H](O)COCCC12CC3CC(CC(C3)C1)C2,-8.417198196595574
C[C@@H]1OCC[C@@H]1C(=O)NCC1=CC=C(C[NH+]2CCCCCCC2)C=C1,-8.41809079449039
CCN(C(=O)COC(=O)C12C[C@H]3C[C@@H](C1)CC(C1=CC=C(C)C(C)=C1)(C3)C2)[C@@H]1CCS(=O)(=O)C1,-8.41835773447064
CC(C)C[C@@H](C(=O)NC1C2CC3CC(C2)CC1C3)N1C(=O)[C@H]2CC=CC[C@H]2C1=O,-8.421775492053467
CC[NH2+][C@]1(CO)CCC[C@H]1CC[NH+]1CCC[C@H](C)CC1,-8.421892846015561
O=C1C=CC=C2[C@H]3C[C@H](CN(C4=CC=NC(Cl)=N4)C3)CN12,-8.422551428979537
C[C@@H]([C@@H](C)C(=O)[O-])[NH+]1CCNC[C@@H]1C(=O)[O-],-8.433286815301093
O=C(C1[C@H]2C[NH2+]C[C@@H]12)N1C[C@@H]2CC[C@H](C1)N(CC1=CSC=N1)C2=O,-8.433900250050327
[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-],-8.436675086117116
CCCC(=O)N1C[C@@H](C2=CC=CC=C2)[C@H]2[C@H]1CCCCC[NH+]2C,-8.441415027713104
C[NH+](CC1=CSC(CS(C)(=O)=O)=N1)C1CCCCCCC1,-8.441827981397836
C[NH+]1CCC[C@@H](C[NH2+]CC(=O)[O-])C1,-8.446139938274989
CC1=NC(N2C[C@H](CO)[C@H](CN3CCC[NH+](C)CC3)C2)=C(C)C(C)=[NH+]1,-8.452580341036409
CC[C@H]1CN2CCCC[C@@H]2C[NH+]1C1CCCCCCC1,-8.457787836937635
O=C([O-])CN1C=C([C@@H](C(=O)[O-])[NH+]2CCCN(C3=NC=CC=N3)CC2)C2=CC=CC=C21,-8.460006747543643
CC[NH2+][C@@H](C)C[C@H]1CCCCC[NH2+]1,-8.461840638514005
NNC(=S)C12CC3CC(CC(C3)C1)C2,-8.462424607349432
C[NH+](C)CC[C@](O)(P(=O)([O-])[O-])[P@@](=O)([O-])O,-8.475133570930074
CC[NH2+][C@@H]1CCCCCC[C@H]1OC(C)C,-8.476448351715375
C[C@@H](CO)[C@@H](C)NC(=O)NCC1=CC=C(C[NH+]2CCCCCCC2)C=C1,-8.477089926199428
CSCC[C@@H](NC(N)=O)C(=O)N[C@H](C)C12CC3CC(CC(C3)C1)C2,-8.479848842547476
C[NH+]1[C@H]2CC[C@@H]1CN(CCOCCS)CC2,-8.480670468807979
CC1=C(CCC(=O)N2CCC[NH+](CC(N)=O)CC2)C(=O)NC(=O)N1,-8.488676379137104
O=C(CN1C(=O)[C@H]2CCCC[C@@H]2C1=O)NC12CC3CC(CC(C3)C1)C2,-8.489823483566894
CC(C)(C)NC(=O)C(=O)NNC(=O)C12CC3CC(CC(C3)C1)C2,-8.49117074043182
C[C@H](CO)NC(=O)NCC12CC3CC(CC(C3)C1)C2,-8.491384356807833
O=C(NN=C1[C@H]2CC3C[C@@H]1CC(Cl)(C3)C2)C1=CC=CC(O)=C1,-8.494017308195883
CCCN1C=C[NH+]=C1CN1CC[NH+](C)[C@]2(CCC(=O)N(CCOC)CC2)C1,-8.497736631418096
CC[NH2+]CC1=CC=CC(C[NH+]2CC[C@H]3CC[C@@H](C2)N3C)=C1,-8.498638157762207
C[NH+]1CC[C@@H](C[NH2+]CC2CC[NH2+]CC2)C1,-8.499551601886196
C[NH+](C[C@H]1CCC[NH+]1CC(=O)[O-])C1CC1,-8.501041380176458
C[C@](NC(=O)N1CCC[NH2+]CC1)(C(=O)[O-])C(F)(F)F,-8.502006269463799
O=C(CN1C(=O)N[C@]2(CCOC3=CC=CC=C32)C1=O)NC1=NN=C(C23CC4CC(CC(C4)C2)C3)S1,-8.503087547942295
CNC(=O)C[C@@H](C[NH3+])[NH+]1CCC[C@@H](C(C)C)CC1,-8.513524214321311
CCN1CCO[C@H](C[NH+]2CCCCC[C@@H]2C(=O)[O-])C1,-8.51515660579175
CC1=C2C=C(C(=O)NCC[NH+]3CCCCCC3)C=CC2=[NH+][C@H]1C,-8.522571310044727
C[C@@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(CC(=O)NCC13CC4CC(CC(C4)C1)C3)C2=O,-8.524711478442011
O=S(=O)(N1CCOCC1)C12CC3CC(CC(C3)C1)C2,-8.526248448382455
CCC[C@@H]1CCC[NH+]([C@@H]2CC[C@@](CO)([NH2+]C)C2)CC1,-8.529994305458722
CN(C)C(=O)CN1C(=O)[C@H]2CC[C@@H]1C[NH+](CC1=CC(C#CCO)=CS1)C2,-8.53006942417086
C[NH+]1[C@H]2CC[C@@H]1CN(CC1=CC(C(=O)NN)=CO1)CC2,-8.530866969879455
C[C@H]1C[C@@H]([NH3+])CN(CC(=O)N2CCCCCCC2)C1,-8.533670236302227
O=C1[C@@H]2[NH+]=C3C=CC=CC3=C2[C@@H](C2=CC=CC(Cl)=C2)OCCN1CC1=CC=CC=C1,-8.534438895785245
O[C@H]([C@@H]1CCOC2(CCC2)C1)C12CC3CC(CC(C3)C1)C2,-8.535487326105386
C[C@@H]1CCCC[C@]12NC(=O)N(CC(=O)C13CC4CC(CC(C4)C1)C3)C2=O,-8.537486344895282
CN(C)S(=O)(=O)N1C[C@@H]2CC[C@H](C1)[NH+](CC1=NC(C(F)(F)F)=NO1)C2,-8.53775005251735
C[NH2+][C@]1(C(N)=O)CCC[C@@H]1CC[NH+]1CCCC(C)(C)CC1,-8.540875834864726
CN1C[C@H](C(=O)N(C)CC23CC4CC(CC(C4)C2)C3)CC1=O,-8.54318311071957
NC1=CC=C(C23C[C@@H]4C[C@@H](CC(O)(C4)C2)C3)C=C1,-8.546630901060563
C[C@@H]1C[C@@H]1NC(=O)CCNC(=O)NC12CC3CC(CC(C3)C1)C2,-8.555595873901224
CS(=O)(=O)CCOCC[NH2+]C1CCCCCCC1,-8.55657043832738
O=C(C1=C(C2CC2)N(C2=NC=CC(C3=CC=CO3)=N2)N=C1)N1CC[NH+](C2C3CC4CC(C3)CC2C4)CC1,-8.556915823327916
CN1N=NC(NC(=S)NC(=O)CC23CC4CC(CC(C4)C2)C3)=N1,-8.57123798940073
O=C1N[C@H](C(=O)NCC2=CC=C(C[NH+]3CCCCCCC3)C=C2)CS1,-8.571728879461173
C[NH+]1[C@H]2CC[C@@H]1CN([C@H](C(=O)[O-])C1=CC=CC=C1)CC2,-8.573379739579568
O=C([O-])[C@H]1CCC=CCCC1,-8.576302301879235
C[C@@]12CC3CC(N4C=CC=C4)(C1)C[C@](C)(C3)C2,-8.576866558366014
CC[C@@H]1CSC(NC2CCCCCCC2)=[NH+]1,-8.577387296545616
CN1N=CN=C1CCNC(=O)CNC(=O)CC12CC3CC(CC(C3)C1)C2,-8.585292690236425
C=CCN1C(=O)/C(=C\NC23CC4CC(CC(C4)C2)C3)C(=O)NC1=S,-8.587324217007067
[NH3+][C@@H]1CCC[C@H]1CCN1CCC[NH+]2CCC[C@@H]2C1,-8.59222191794244
C[N+]12CCCC[C@H]1[C@@H](COC(=O)C13C[C@@H]4C[C@@H](CC(Cl)(C4)C1)C3)CCC2,-8.596456532458243
C[NH+]1CCN(C(=O)CN2CCC[C@@H]([NH+]3CCCCCC3)C2)CC1,-8.601387166295778
C[NH+]1[C@H]2CC[C@@H]1CN(S(=O)(=O)C1=CN=CC=C1NN)CC2,-8.604935170841355
CC(=O)C1=CC=C(N2CC[NH+](C3C4CC5CC(C4)CC3C5)CC2)C=C1,-8.60761167659879
CC(C)[NH2+]CC1(CN2CC[C@H]3CC[C@@H](C2)[NH+]3C)CCCC1,-8.608098288370808
CN1C=C(C(=O)N2CCC[NH+](CCC[NH3+])CC2)C=N1,-8.61780323125005
C[NH+]1CCCN(C[C@H]2C[C@H](CO)C[NH+](CC3=NC4=CC=CC=C4N3)C2)CC1,-8.626156154648164
C[NH+]1CC[C@H](C[NH+](CC(=O)[O-])C2CC2)C1,-8.630891899384276
COCCN1C[C@H](C(=O)N[C@H](C)C23CC4CC(CC(C4)C2)C3)CC1=O,-8.632408816086661
N#CC1=C2N[C@H](C34CC5CC(CC(C5)C3)C4)C[C@@H](C(F)F)N2N=C1,-8.649532904762506
NNC(=O)NC12CC3CC(CC(C3)C1)C2,-8.65234717084149
O=C([O-])C[C@H](NC(=O)C12CC3CC(CC(C3)C1)C2)C1=CC=CC([N+](=O)[O-])=C1,-8.6527446746296
O=C([O-])CNCC[NH+]1CCCCCC1,-8.654855299468187
CCC[NH2+][C@@H]1CCCCCC[C@H]1S[C@@H](C)CCO,-8.657439382649454
CNC(=O)NCC(=O)N(C)C1C2CC3CC(C2)CC1C3,-8.661850868642912
NC(=O)NC(=O)CCNC(=O)C1C2CC3CC(C2)CC1C3,-8.664743508937391
CC[NH2+]C1CCC([NH+](C)[C@@H]2CCCCNC2=O)CC1,-8.672051823858082
NC(=O)C1=CC(OC2CC[NH+](CC(=O)N3CCCCCCC3)CC2)=CC=N1,-8.680394997689147
C1=CC=C(CN2CC[NH+](C3C4CC5CC(C4)CC3C5)CC2)C=C1,-8.681144896416997
CCC1=NC=CC(C[NH+]2CCCOC3=C(C=CC=C3OC)C2)=N1,-8.684334143083136
CC1(C)CC[NH+](C[C@@H]2CCCCC[NH2+]2)C1,-8.691454759568977
CC1=CC(N2CCC[NH+](C)CC2)=[NH+]C=C1N,-8.691535850717516
CN(CC12CC3CC(CC(C3)C1)C2)C(=O)N[C@H]1CCS(=O)(=O)C1,-8.692453599296897
CCC[NH+]1CCC[C@](O)(C2(C[NH3+])CCOCC2)CC1,-8.692988085142385
C1=CC2=C(C=C1)[C@@H](C[NH2+]C13CC4CC(CC(C4)C1)C3)CS2,-8.693388152016926
O=C1OC2=C(C[NH+]3CCCCCC3)C(O)=CC=C2C=C1C1[NH+]=C2C=CC=CC2=[NH+]1,-8.693715556100457
CC[C@H](CC#N)NC(=O)C12CC3C[C@](C)(C1)C[C@@](C)(C3)C2,-8.70422128118001
CC1=C(F)C=CC=C1C[NH+]1C[C@H](CO)[C@H](CN2CCC[NH+](C)CC2)C1,-8.707527919018915
O=C1O[C@@H]2C[C@@]1(O)C[C@@H](O)[C@H]2O,-8.708646413452897
COC1=CC=CC2=C1OCCCN(C(=O)C1=CN3CC[NH2+]CC3=N1)C2,-8.71882316279951
O=C([O-])CCC12CC3CC(CC(C3)C1)C2,-8.718947977438848
C[NH2+][C@@H]1[C@@H](CN2CCC[NH+]3CCC[C@@H]3C2)CCC1(C)C,-8.720388799747067
CNC(=O)C[NH+]1CCCN(CCCCC[NH3+])CC1,-8.724236840003003
CCC[NH+]1CCC[C@]2(CC1)C[NH+]=C(N)N2C1=CC=CC=C1,-8.731950961105246
C[C@@]12CC3CC(C(=O)Cl)(C1)C[C@](C)(C3)C2,-8.734130870813711
CC(C)[C@@H]1NC(=O)N(CC(=O)N[C@@H](C)C23CC4CC(CC(C4)C2)C3)C1=O,-8.735094964343205
C[C@@H]1OCC[C@@H]1C(=O)NCC1C2CC3CC(C2)CC1C3,-8.735494717337396
CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2C1=CC=C(C)C=C1,-8.73572061017609
COC1=CC=C(CC[NH+](C)C2C3CC4CC(C3)CC2C4)C=C1OC,-8.738475185586646
C[C@H](CC(=O)N1CCCCC[C@@H]2[C@@H]1[C@H](C1=CC=CC(F)=C1)C[NH+]2C)N1C=CC=N1,-8.739007274586339
CC1CCC([C@@H]([NH3+])C23CC4C[C@](C)(C2)C[C@@](C)(C4)C3)CC1,-8.743094125433934
C[NH+]1[C@H]2CC[C@@H]1CN(CC[NH2+]CC1=CC=CC=C1)CC2,-8.747094455314278
CN1C=C(CCC[NH+](C)CC2=NN3CCC[NH+](C)CC3=C2)C=N1,-8.747615774885695
CC(C)(C)NC(=O)[C@H]1C(=O)N[C@]2(C)C[C@H]1C1=CC=CC=C1O2,-8.750488912048612
O[C@@]1(C[NH2+]CCSC2=CC=CC=N2)C[NH2+]CCOC1,-8.755007869138831
COC1=CC=CC2=C1OCCC[NH+](C[C@H]1C=NN=C1C1=CC(OC)=C(OC)C(OC)=C1)C2,-8.755498102119116
C1=[NH+]C2=C(CCCCCC2)N1,-8.7579402516673
C=CC[NH+]1C[C@@H](C(=O)[O-])C2(CC[NH+](C)CC2)C1,-8.758169959981814
[NH3+]C[C@H]1CC[C@H](C(=O)NCC[NH+]2CCCCCC2)O1,-8.760180358903055
O=C(CN1CCN(C(=O)[C@@H]2CCCO2)CC1)NC12CC3CC(CC(C3)C1)C2,-8.760495329009837
CN(CC(F)(F)C(F)F)[S@](=O)C12CC3CC(CC(C3)C1)C2,-8.761969947502028
CC[C@@H](C#N)C(=O)C12CC3C[C@](C)(C1)C[C@@](C)(C3)C2,-8.765851837040046
CCC([NH3+])(CC)C(=O)NCC12CC3CC(CC(C3)C1)C2,-8.768836067435126
C[NH+]1CCCN(C[C@@H]2C[NH+](CC3=CC=C(F)C(F)=C3F)C[C@@H]2CO)CC1,-8.769442234904343
O=C1NCCCC[C@@H]1[NH+]1CNC(=S)NC1,-8.771188109805909
C[C@H](NC(=O)C[NH+]1CCCCCCC1)C1=CC=CO1,-8.795125092857637
CC(C)CNC(=O)[C@H](C)[NH+]1CCCN(CC[NH3+])CC1,-8.797655557582807
O=C([O-])[C@@H](C1=CC=C(NC(=O)N2CCCC2)C=C1)[NH+]1CCCCCCC1,-8.803737329644397
C[C@@H]1CCN(C(=O)CCNC(=O)C23CC4CC(CC(C4)C2)C3)C[C@@H]1O,-8.805082767359321
O=C(CSC1=NN=NN1C[C@@H]1CCCO1)NC(=O)NC12CC3CC(CC(C3)C1)C2,-8.80814145931009
C[C@H]1SC(N/N=C\C23CC4CC(CC(C4)C2)C3)=NC1=O,-8.811237514298597
C[C@@H]1CC[NH+](C2CCCCCCC2)C[C@@H]1N1C=CN=C1,-8.812145672138675
CCONC(=O)CC12C[C@@H]3C[C@@H](CC(Br)(C3)C1)C2,-8.815764905735685
CC(C)[NH+]1CCC(C(=O)NCC2=CC=C(C[NH+]3CCCCCCC3)C=C2)CC1,-8.822695412534456
C1COC2(O1)C1CC3CC(C1)CC2C3,-8.823756439573433
CN1C[C@H](NC(=O)CCNC(=O)C23CC4CC(CC(C4)C2)C3)CCC1=O,-8.825234104433505
CCC12C[C@@H]3C[C@H](C1)CC(OCCCO)(C3)C2,-8.834567825134059
O=P([O-])([O-])C[NH+]1CCCCCC1,-8.847629891849342
CC1=CC=C(C23C[C@@H]4C[C@@H](CC(C(=O)N5CCC(C(=O)[O-])CC5)(C4)C2)C3)C=C1,-8.849737948446665
C[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2C1=CC=CC=C1Cl,-8.852216835569338
COC(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2,-8.855322677820233
C[C@@H]1C[C@@H]1C(=O)N1CCCCC[C@@H]2[C@@H]1[C@H](C1=CC=CC(F)=C1)C[NH+]2C,-8.85661755130654
CN1C=C(C[NH+]2CCC[C@@](O)(C3=[NH+]C=CN3C)CC2)C=N1,-8.857493728884963
C[NH+]1CCC[C@]2(CC1)CNC(=[NH2+])N2C1=CC=CC=C1F,-8.865101418741876
C[C@]12CCC(=O)N1[C@H](C(=O)NC1C3CC4CC(C3)CC1C4)CS2,-8.867388972760983
O=C(CCCN1C(=O)C2=CC=CC=C2C1=O)NC12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,-8.86925411246889
CCC(=O)N1CCC[NH+](C[C@@H](C)C[NH3+])CC1,-8.870550439505884
CCOCCO[C@H]1CC[NH+](C2CCCCCCC2)C1,-8.875691855645234
COC(=O)CC[C@H](C)[C@H]1CC[C@@H]2[C@@H]3CC[C@@H]4C[C@H]5CC[C@]4(C)[C@@]3(O5)C(=O)[C@H](Br)[C@]12C,-8.875927491524171
